
Age Range,Value,Name,Group Other,BirthDay,Numberid,คุณเกิดวันที่เท่าไหร่,เพศ,อายุ
26-30,4,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),รถยนต์,22/9/2536,49,22/9/2536,ชาย,28
26-30,3,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Other,30/10/2534,50,30/10/2534,ชาย,30
36-40,4,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),รถยนต์,22/5/2528,51,22/5/2528,หญิง,36
31-35,4,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Technology,6/2/2531,52,6/2/2531,หญิง,33
20-25,3,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Technology,18/11/2541,53,18/11/2541,หญิง,23
>40,6,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Technology,17/3/2523,54,17/3/2523,ชาย,41
20-25,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),กิจกรรมต่างๆ,4/2/2539,55,4/2/2539,ชาย,25
31-35,7,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),กิจกรรมต่างๆ,9/12/2530,56,9/12/2530,หญิง,34
26-30,6,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Stock/Saving,25/3/2537,57,25/3/2537,ชาย,27
31-35,3,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Social,22/5/2532,58,22/5/2532,หญิง,32
>40,3,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Social,4/12/2516,59,4/12/2516,หญิง,48
31-35,7,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),กิจกรรมต่างๆ,17/12/2532,60,17/12/2532,ชาย,32
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),สัตว์เลี้ยง,19/5/2537,61,19/5/2537,หญิง,27
31-35,7,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Social,20/6/2533,62,20/6/2533,หญิง,31
26-30,6,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การเล่นเกมส์),Stock/Saving,26/3/2534,63,26/3/2534,ไม่ต้องการระบุ,30
31-35,6,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Sport,19/9/2531,1,19/9/2531,ชาย,33
26-30,6,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Sport,10/8/2536,2,10/8/2536,หญิง,28
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Other,7/11/2536,3,7/11/2536,ชาย,28
26-30,6,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),ดูดวง,14/4/2537,4,14/4/2537,ชาย,27
26-30,7,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),สัตว์เลี้ยง,19/4/2538,5,19/4/2538,หญิง,26
26-30,4,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Stock/Saving,25/4/2536,6,25/4/2536,ชาย,28
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Technology,17/5/2535,7,17/5/2535,หญิง,29
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Sport,2/4/2536,8,2/4/2536,ชาย,28
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Technology,29/12/2536,9,29/12/2536,ชาย,28
36-40,6,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),กิจกรรมต่างๆ,11/11/2528,10,11/11/2528,ชาย,36
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),สัตว์เลี้ยง,11/3/2534,11,11/3/2534,ชาย,30
26-30,7,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),กิจกรรมต่างๆ,9/2/2535,12,9/2/2535,หญิง,29
31-35,7,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Social,24/6/2530,13,24/6/2530,หญิง,34
20-25,4,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),Stock/Saving,,14,9/1/2564,ชาย,0
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),กิจกรรมต่างๆ,29/1/2536,15,29/1/2536,ชาย,28
26-30,5,คุณมีความสนใจในสิ่งเหล่านี้มากน้อยเพียงใด (การออกกำลังกาย),สัตว์เลี้ยง,14/3/2535,16,14/3/2535,หญิง,29
